Trial	Day	Infected	Susceptible	Recovered
1	0	10	90	0
1	1	6	94	0
1	2	14	86	0
1	3	22	78	0
1	4	23	73	4
1	5	25	69	6
1	6	24	62	14
1	7	28	50	22
1	8	28	45	27
1	9	26	43	31
1	10	21	41	38
1	11	10	40	50
1	12	7	38	55
1	13	5	38	57
1	14	5	36	59
1	15	6	34	60
1	16	9	29	62
1	17	13	25	62
1	18	13	23	64
1	19	11	23	66
1	20	7	22	71
1	21	3	22	75
1	22	1	22	77
1	23	1	22	77
1	24	0	22	78
2	0	10	90	0
2	1	6	94	0
2	2	14	86	0
2	3	22	78	0
2	4	23	73	4
2	5	25	69	6
2	6	24	62	14
2	7	28	50	22
2	8	28	45	27
2	9	26	43	31
2	10	21	41	38
2	11	10	40	50
2	12	7	38	55
2	13	5	38	57
2	14	5	36	59
2	15	6	34	60
2	16	9	29	62
2	17	13	25	62
2	18	13	23	64
2	19	11	23	66
2	20	7	22	71
2	21	3	22	75
2	22	1	22	77
2	23	1	22	77
2	24	0	22	78
3	0	10	90	0
3	1	6	94	0
3	2	14	86	0
3	3	22	78	0
3	4	23	73	4
3	5	25	69	6
3	6	24	62	14
3	7	28	50	22
3	8	28	45	27
3	9	26	43	31
3	10	21	41	38
3	11	10	40	50
3	12	7	38	55
3	13	5	38	57
3	14	5	36	59
3	15	6	34	60
3	16	9	29	62
3	17	13	25	62
3	18	13	23	64
3	19	11	23	66
3	20	7	22	71
3	21	3	22	75
3	22	1	22	77
3	23	1	22	77
3	24	0	22	78
4	0	10	90	0
4	1	6	94	0
4	2	14	86	0
4	3	22	78	0
4	4	23	73	4
4	5	25	69	6
4	6	24	62	14
4	7	28	50	22
4	8	28	45	27
4	9	26	43	31
4	10	21	41	38
4	11	10	40	50
4	12	7	38	55
4	13	5	38	57
4	14	5	36	59
4	15	6	34	60
4	16	9	29	62
4	17	13	25	62
4	18	13	23	64
4	19	11	23	66
4	20	7	22	71
4	21	3	22	75
4	22	1	22	77
4	23	1	22	77
4	24	0	22	78
5	0	10	90	0
5	1	7	93	0
5	2	12	88	0
5	3	18	82	0
5	4	20	75	5
5	5	26	67	7
5	6	31	57	12
5	7	29	53	18
5	8	31	44	25
5	9	30	37	33
5	10	26	31	43
5	11	26	27	47
5	12	18	26	56
5	13	13	24	63
5	14	7	24	69
5	15	5	22	73
5	16	5	21	74
5	17	3	21	76
5	18	4	20	76
5	19	2	20	78
5	20	1	20	79
5	21	1	20	79
5	22	0	20	80
6	0	10	90	0
6	1	7	93	0
6	2	12	88	0
6	3	18	82	0
6	4	20	75	5
6	5	26	67	7
6	6	31	57	12
6	7	29	53	18
6	8	31	44	25
6	9	30	37	33
6	10	26	31	43
6	11	26	27	47
6	12	18	26	56
6	13	13	24	63
6	14	7	24	69
6	15	5	22	73
6	16	5	21	74
6	17	3	21	76
6	18	4	20	76
6	19	2	20	78
6	20	1	20	79
6	21	1	20	79
6	22	0	20	80
7	0	10	90	0
7	1	7	93	0
7	2	12	88	0
7	3	18	82	0
7	4	20	75	5
7	5	26	67	7
7	6	31	57	12
7	7	29	53	18
7	8	31	44	25
7	9	30	37	33
7	10	26	31	43
7	11	26	27	47
7	12	18	26	56
7	13	13	24	63
7	14	7	24	69
7	15	5	22	73
7	16	5	21	74
7	17	3	21	76
7	18	4	20	76
7	19	2	20	78
7	20	1	20	79
7	21	1	20	79
7	22	0	20	80
8	0	10	90	0
8	1	7	93	0
8	2	12	88	0
8	3	18	82	0
8	4	20	75	5
8	5	26	67	7
8	6	31	57	12
8	7	29	53	18
8	8	31	44	25
8	9	30	37	33
8	10	26	31	43
8	11	26	27	47
8	12	18	26	56
8	13	13	24	63
8	14	7	24	69
8	15	5	22	73
8	16	5	21	74
8	17	3	21	76
8	18	4	20	76
8	19	2	20	78
8	20	1	20	79
8	21	1	20	79
8	22	0	20	80
9	0	10	90	0
9	1	7	93	0
9	2	12	88	0
9	3	18	82	0
9	4	20	75	5
9	5	26	67	7
9	6	31	57	12
9	7	29	53	18
9	8	31	44	25
9	9	30	37	33
9	10	26	31	43
9	11	26	27	47
9	12	18	26	56
9	13	13	24	63
9	14	7	24	69
9	15	5	22	73
9	16	5	21	74
9	17	3	21	76
9	18	4	20	76
9	19	2	20	78
9	20	1	20	79
9	21	1	20	79
9	22	0	20	80
10	0	10	90	0
10	1	5	95	0
10	2	9	91	0
10	3	12	88	0
10	4	14	83	3
10	5	17	78	5
10	6	21	70	9
10	7	29	59	12
10	8	29	54	17
10	9	29	49	22
10	10	27	43	30
10	11	17	42	41
10	12	19	35	46
10	13	17	32	51
10	14	14	29	57
10	15	15	27	58
10	16	10	25	65
10	17	7	25	68
10	18	4	25	71
10	19	3	24	73
10	20	1	24	75
10	21	1	24	75
10	22	1	24	75
10	23	0	24	76
11	0	10	90	0
11	1	5	95	0
11	2	9	91	0
11	3	12	88	0
11	4	14	83	3
11	5	17	78	5
11	6	21	70	9
11	7	29	59	12
11	8	29	54	17
11	9	29	49	22
11	10	27	43	30
11	11	17	42	41
11	12	19	35	46
11	13	17	32	51
11	14	14	29	57
11	15	15	27	58
11	16	10	25	65
11	17	7	25	68
11	18	4	25	71
11	19	3	24	73
11	20	1	24	75
11	21	1	24	75
11	22	1	24	75
11	23	0	24	76
12	0	10	90	0
12	1	5	95	0
12	2	9	91	0
12	3	12	88	0
12	4	14	83	3
12	5	17	78	5
12	6	21	70	9
12	7	29	59	12
12	8	29	54	17
12	9	29	49	22
12	10	27	43	30
12	11	17	42	41
12	12	19	35	46
12	13	17	32	51
12	14	14	29	57
12	15	15	27	58
12	16	10	25	65
12	17	7	25	68
12	18	4	25	71
12	19	3	24	73
12	20	1	24	75
12	21	1	24	75
12	22	1	24	75
12	23	0	24	76
13	0	10	90	0
13	1	5	95	0
13	2	9	91	0
13	3	12	88	0
13	4	14	83	3
13	5	17	78	5
13	6	21	70	9
13	7	29	59	12
13	8	29	54	17
13	9	29	49	22
13	10	27	43	30
13	11	17	42	41
13	12	19	35	46
13	13	17	32	51
13	14	14	29	57
13	15	15	27	58
13	16	10	25	65
13	17	7	25	68
13	18	4	25	71
13	19	3	24	73
13	20	1	24	75
13	21	1	24	75
13	22	1	24	75
13	23	0	24	76
14	0	10	90	0
14	1	5	95	0
14	2	9	91	0
14	3	12	88	0
14	4	14	83	3
14	5	17	78	5
14	6	21	70	9
14	7	29	59	12
14	8	29	54	17
14	9	29	49	22
14	10	27	43	30
14	11	17	42	41
14	12	19	35	46
14	13	17	32	51
14	14	14	29	57
14	15	15	27	58
14	16	10	25	65
14	17	7	25	68
14	18	4	25	71
14	19	3	24	73
14	20	1	24	75
14	21	1	24	75
14	22	1	24	75
14	23	0	24	76
15	0	10	90	0
15	1	5	95	0
15	2	9	91	0
15	3	12	88	0
15	4	14	83	3
15	5	17	78	5
15	6	21	70	9
15	7	29	59	12
15	8	29	54	17
15	9	29	49	22
15	10	27	43	30
15	11	17	42	41
15	12	19	35	46
15	13	17	32	51
15	14	14	29	57
15	15	15	27	58
15	16	10	25	65
15	17	7	25	68
15	18	4	25	71
15	19	3	24	73
15	20	1	24	75
15	21	1	24	75
15	22	1	24	75
15	23	0	24	76
16	0	10	90	0
16	1	19	81	0
16	2	25	75	0
16	3	35	65	0
16	4	35	56	9
16	5	33	48	19
16	6	33	42	25
16	7	26	39	35
16	8	22	34	44
16	9	17	31	52
16	10	14	28	58
16	11	12	27	61
16	12	8	26	66
16	13	6	25	69
16	14	3	25	72
16	15	2	25	73
16	16	1	25	74
16	17	0	25	75
17	0	10	90	0
17	1	19	81	0
17	2	25	75	0
17	3	35	65	0
17	4	35	56	9
17	5	33	48	19
17	6	33	42	25
17	7	26	39	35
17	8	22	34	44
17	9	17	31	52
17	10	14	28	58
17	11	12	27	61
17	12	8	26	66
17	13	6	25	69
17	14	3	25	72
17	15	2	25	73
17	16	1	25	74
17	17	0	25	75
18	0	10	90	0
18	1	19	81	0
18	2	25	75	0
18	3	35	65	0
18	4	35	56	9
18	5	33	48	19
18	6	33	42	25
18	7	26	39	35
18	8	22	34	44
18	9	17	31	52
18	10	14	28	58
18	11	12	27	61
18	12	8	26	66
18	13	6	25	69
18	14	3	25	72
18	15	2	25	73
18	16	1	25	74
18	17	0	25	75
19	0	10	90	0
19	1	19	81	0
19	2	25	75	0
19	3	35	65	0
19	4	35	56	9
19	5	33	48	19
19	6	33	42	25
19	7	26	39	35
19	8	22	34	44
19	9	17	31	52
19	10	14	28	58
19	11	12	27	61
19	12	8	26	66
19	13	6	25	69
19	14	3	25	72
19	15	2	25	73
19	16	1	25	74
19	17	0	25	75
20	0	10	90	0
20	1	19	81	0
20	2	25	75	0
20	3	35	65	0
20	4	35	56	9
20	5	33	48	19
20	6	33	42	25
20	7	26	39	35
20	8	22	34	44
20	9	17	31	52
20	10	14	28	58
20	11	12	27	61
20	12	8	26	66
20	13	6	25	69
20	14	3	25	72
20	15	2	25	73
20	16	1	25	74
20	17	0	25	75
21	0	10	90	0
21	1	9	91	0
21	2	17	83	0
21	3	24	76	0
21	4	29	66	5
21	5	30	61	9
21	6	34	49	17
21	7	34	42	24
21	8	27	39	34
21	9	27	34	39
21	10	17	32	51
21	11	12	30	58
21	12	10	29	61
21	13	7	27	66
21	14	6	26	68
21	15	4	26	70
21	16	3	26	71
21	17	1	26	73
21	18	0	26	74
22	0	10	90	0
22	1	9	91	0
22	2	17	83	0
22	3	24	76	0
22	4	29	66	5
22	5	30	61	9
22	6	34	49	17
22	7	34	42	24
22	8	27	39	34
22	9	27	34	39
22	10	17	32	51
22	11	12	30	58
22	12	10	29	61
22	13	7	27	66
22	14	6	26	68
22	15	4	26	70
22	16	3	26	71
22	17	1	26	73
22	18	0	26	74
23	0	10	90	0
23	1	9	91	0
23	2	17	83	0
23	3	24	76	0
23	4	29	66	5
23	5	30	61	9
23	6	34	49	17
23	7	34	42	24
23	8	27	39	34
23	9	27	34	39
23	10	17	32	51
23	11	12	30	58
23	12	10	29	61
23	13	7	27	66
23	14	6	26	68
23	15	4	26	70
23	16	3	26	71
23	17	1	26	73
23	18	0	26	74
24	0	10	90	0
24	1	9	91	0
24	2	17	83	0
24	3	24	76	0
24	4	29	66	5
24	5	30	61	9
24	6	34	49	17
24	7	34	42	24
24	8	27	39	34
24	9	27	34	39
24	10	17	32	51
24	11	12	30	58
24	12	10	29	61
24	13	7	27	66
24	14	6	26	68
24	15	4	26	70
24	16	3	26	71
24	17	1	26	73
24	18	0	26	74
25	0	10	90	0
25	1	9	91	0
25	2	17	83	0
25	3	24	76	0
25	4	29	66	5
25	5	30	61	9
25	6	34	49	17
25	7	34	42	24
25	8	27	39	34
25	9	27	34	39
25	10	17	32	51
25	11	12	30	58
25	12	10	29	61
25	13	7	27	66
25	14	6	26	68
25	15	4	26	70
25	16	3	26	71
25	17	1	26	73
25	18	0	26	74
26	0	10	90	0
26	1	9	91	0
26	2	17	83	0
26	3	24	76	0
26	4	29	66	5
26	5	30	61	9
26	6	34	49	17
26	7	34	42	24
26	8	27	39	34
26	9	27	34	39
26	10	17	32	51
26	11	12	30	58
26	12	10	29	61
26	13	7	27	66
26	14	6	26	68
26	15	4	26	70
26	16	3	26	71
26	17	1	26	73
26	18	0	26	74
27	0	10	90	0
27	1	10	90	0
27	2	22	78	0
27	3	37	63	0
27	4	37	58	5
27	5	36	54	10
27	6	28	50	22
27	7	18	45	37
27	8	18	40	42
27	9	19	35	46
27	10	17	33	50
27	11	13	32	55
27	12	10	30	60
27	13	5	30	65
27	14	4	29	67
27	15	3	29	68
27	16	1	29	70
27	17	1	29	70
27	18	0	29	71
28	0	10	90	0
28	1	10	90	0
28	2	22	78	0
28	3	37	63	0
28	4	37	58	5
28	5	36	54	10
28	6	28	50	22
28	7	18	45	37
28	8	18	40	42
28	9	19	35	46
28	10	17	33	50
28	11	13	32	55
28	12	10	30	60
28	13	5	30	65
28	14	4	29	67
28	15	3	29	68
28	16	1	29	70
28	17	1	29	70
28	18	0	29	71
29	0	10	90	0
29	1	10	90	0
29	2	22	78	0
29	3	37	63	0
29	4	37	58	5
29	5	36	54	10
29	6	28	50	22
29	7	18	45	37
29	8	18	40	42
29	9	19	35	46
29	10	17	33	50
29	11	13	32	55
29	12	10	30	60
29	13	5	30	65
29	14	4	29	67
29	15	3	29	68
29	16	1	29	70
29	17	1	29	70
29	18	0	29	71
30	0	10	90	0
30	1	10	90	0
30	2	22	78	0
30	3	37	63	0
30	4	37	58	5
30	5	36	54	10
30	6	28	50	22
30	7	18	45	37
30	8	18	40	42
30	9	19	35	46
30	10	17	33	50
30	11	13	32	55
30	12	10	30	60
30	13	5	30	65
30	14	4	29	67
30	15	3	29	68
30	16	1	29	70
30	17	1	29	70
30	18	0	29	71
31	0	10	90	0
31	1	10	90	0
31	2	22	78	0
31	3	37	63	0
31	4	37	58	5
31	5	36	54	10
31	6	28	50	22
31	7	18	45	37
31	8	18	40	42
31	9	19	35	46
31	10	17	33	50
31	11	13	32	55
31	12	10	30	60
31	13	5	30	65
31	14	4	29	67
31	15	3	29	68
31	16	1	29	70
31	17	1	29	70
31	18	0	29	71
32	0	10	90	0
32	1	14	86	0
32	2	20	80	0
32	3	24	76	0
32	4	28	66	6
32	5	27	59	14
32	6	26	54	20
32	7	27	49	24
32	8	22	44	34
32	9	18	41	41
32	10	19	35	46
32	11	16	33	51
32	12	14	30	56
32	13	13	28	59
32	14	8	27	65
32	15	7	26	67
32	16	5	25	70
32	17	4	24	72
32	18	3	24	73
32	19	2	24	74
32	20	1	24	75
32	21	0	24	76
33	0	10	90	0
33	1	14	86	0
33	2	20	80	0
33	3	24	76	0
33	4	28	66	6
33	5	27	59	14
33	6	26	54	20
33	7	27	49	24
33	8	22	44	34
33	9	18	41	41
33	10	19	35	46
33	11	16	33	51
33	12	14	30	56
33	13	13	28	59
33	14	8	27	65
33	15	7	26	67
33	16	5	25	70
33	17	4	24	72
33	18	3	24	73
33	19	2	24	74
33	20	1	24	75
33	21	0	24	76
34	0	10	90	0
34	1	14	86	0
34	2	20	80	0
34	3	24	76	0
34	4	28	66	6
34	5	27	59	14
34	6	26	54	20
34	7	27	49	24
34	8	22	44	34
34	9	18	41	41
34	10	19	35	46
34	11	16	33	51
34	12	14	30	56
34	13	13	28	59
34	14	8	27	65
34	15	7	26	67
34	16	5	25	70
34	17	4	24	72
34	18	3	24	73
34	19	2	24	74
34	20	1	24	75
34	21	0	24	76
35	0	10	90	0
35	1	14	86	0
35	2	20	80	0
35	3	24	76	0
35	4	28	66	6
35	5	27	59	14
35	6	26	54	20
35	7	27	49	24
35	8	22	44	34
35	9	18	41	41
35	10	19	35	46
35	11	16	33	51
35	12	14	30	56
35	13	13	28	59
35	14	8	27	65
35	15	7	26	67
35	16	5	25	70
35	17	4	24	72
35	18	3	24	73
35	19	2	24	74
35	20	1	24	75
35	21	0	24	76
36	0	10	90	0
36	1	14	86	0
36	2	20	80	0
36	3	24	76	0
36	4	28	66	6
36	5	27	59	14
36	6	26	54	20
36	7	27	49	24
36	8	22	44	34
36	9	18	41	41
36	10	19	35	46
36	11	16	33	51
36	12	14	30	56
36	13	13	28	59
36	14	8	27	65
36	15	7	26	67
36	16	5	25	70
36	17	4	24	72
36	18	3	24	73
36	19	2	24	74
36	20	1	24	75
36	21	0	24	76
37	0	10	90	0
37	1	13	87	0
37	2	18	82	0
37	3	27	73	0
37	4	26	67	7
37	5	26	61	13
37	6	28	54	18
37	7	27	46	27
37	8	25	42	33
37	9	23	38	39
37	10	17	37	46
37	11	11	35	54
37	12	10	32	58
37	13	10	28	62
37	14	12	25	63
37	15	10	25	65
37	16	7	25	68
37	17	3	25	72
37	18	0	25	75
38	0	10	90	0
38	1	13	87	0
38	2	18	82	0
38	3	27	73	0
38	4	26	67	7
38	5	26	61	13
38	6	28	54	18
38	7	27	46	27
38	8	25	42	33
38	9	23	38	39
38	10	17	37	46
38	11	11	35	54
38	12	10	32	58
38	13	10	28	62
38	14	12	25	63
38	15	10	25	65
38	16	7	25	68
38	17	3	25	72
38	18	0	25	75
39	0	10	90	0
39	1	13	87	0
39	2	18	82	0
39	3	27	73	0
39	4	26	67	7
39	5	26	61	13
39	6	28	54	18
39	7	27	46	27
39	8	25	42	33
39	9	23	38	39
39	10	17	37	46
39	11	11	35	54
39	12	10	32	58
39	13	10	28	62
39	14	12	25	63
39	15	10	25	65
39	16	7	25	68
39	17	3	25	72
39	18	0	25	75
40	0	10	90	0
40	1	13	87	0
40	2	18	82	0
40	3	27	73	0
40	4	26	67	7
40	5	26	61	13
40	6	28	54	18
40	7	27	46	27
40	8	25	42	33
40	9	23	38	39
40	10	17	37	46
40	11	11	35	54
40	12	10	32	58
40	13	10	28	62
40	14	12	25	63
40	15	10	25	65
40	16	7	25	68
40	17	3	25	72
40	18	0	25	75
41	0	10	90	0
41	1	13	87	0
41	2	18	82	0
41	3	27	73	0
41	4	26	67	7
41	5	26	61	13
41	6	28	54	18
41	7	27	46	27
41	8	25	42	33
41	9	23	38	39
41	10	17	37	46
41	11	11	35	54
41	12	10	32	58
41	13	10	28	62
41	14	12	25	63
41	15	10	25	65
41	16	7	25	68
41	17	3	25	72
41	18	0	25	75
42	0	10	90	0
42	1	13	87	0
42	2	18	82	0
42	3	27	73	0
42	4	26	67	7
42	5	26	61	13
42	6	28	54	18
42	7	27	46	27
42	8	25	42	33
42	9	23	38	39
42	10	17	37	46
42	11	11	35	54
42	12	10	32	58
42	13	10	28	62
42	14	12	25	63
42	15	10	25	65
42	16	7	25	68
42	17	3	25	72
42	18	0	25	75
43	0	10	90	0
43	1	10	90	0
43	2	14	86	0
43	3	26	74	0
43	4	24	70	6
43	5	27	63	10
43	6	33	53	14
43	7	29	45	26
43	8	33	37	30
43	9	30	33	37
43	10	22	31	47
43	11	20	25	55
43	12	13	24	63
43	13	9	24	67
43	14	7	24	69
43	15	1	24	75
43	16	0	24	76
44	0	10	90	0
44	1	10	90	0
44	2	14	86	0
44	3	26	74	0
44	4	24	70	6
44	5	27	63	10
44	6	33	53	14
44	7	29	45	26
44	8	33	37	30
44	9	30	33	37
44	10	22	31	47
44	11	20	25	55
44	12	13	24	63
44	13	9	24	67
44	14	7	24	69
44	15	1	24	75
44	16	0	24	76
45	0	10	90	0
45	1	10	90	0
45	2	14	86	0
45	3	26	74	0
45	4	24	70	6
45	5	27	63	10
45	6	33	53	14
45	7	29	45	26
45	8	33	37	30
45	9	30	33	37
45	10	22	31	47
45	11	20	25	55
45	12	13	24	63
45	13	9	24	67
45	14	7	24	69
45	15	1	24	75
45	16	0	24	76
46	0	10	90	0
46	1	10	90	0
46	2	14	86	0
46	3	26	74	0
46	4	24	70	6
46	5	27	63	10
46	6	33	53	14
46	7	29	45	26
46	8	33	37	30
46	9	30	33	37
46	10	22	31	47
46	11	20	25	55
46	12	13	24	63
46	13	9	24	67
46	14	7	24	69
46	15	1	24	75
46	16	0	24	76
47	0	10	90	0
47	1	10	90	0
47	2	14	86	0
47	3	26	74	0
47	4	24	70	6
47	5	27	63	10
47	6	33	53	14
47	7	29	45	26
47	8	33	37	30
47	9	30	33	37
47	10	22	31	47
47	11	20	25	55
47	12	13	24	63
47	13	9	24	67
47	14	7	24	69
47	15	1	24	75
47	16	0	24	76
48	0	10	90	0
48	1	10	90	0
48	2	14	86	0
48	3	26	74	0
48	4	24	70	6
48	5	27	63	10
48	6	33	53	14
48	7	29	45	26
48	8	33	37	30
48	9	30	33	37
48	10	22	31	47
48	11	20	25	55
48	12	13	24	63
48	13	9	24	67
48	14	7	24	69
48	15	1	24	75
48	16	0	24	76
49	0	10	90	0
49	1	14	86	0
49	2	23	77	0
49	3	35	65	0
49	4	38	53	9
49	5	42	44	14
49	6	35	42	23
49	7	30	35	35
49	8	21	32	47
49	9	17	27	56
49	10	17	25	58
49	11	11	24	65
49	12	8	24	68
49	13	3	24	73
49	14	1	24	75
49	15	0	24	76
50	0	10	90	0
50	1	14	86	0
50	2	23	77	0
50	3	35	65	0
50	4	38	53	9
50	5	42	44	14
50	6	35	42	23
50	7	30	35	35
50	8	21	32	47
50	9	17	27	56
50	10	17	25	58
50	11	11	24	65
50	12	8	24	68
50	13	3	24	73
50	14	1	24	75
50	15	0	24	76
51	0	10	90	0
51	1	14	86	0
51	2	23	77	0
51	3	35	65	0
51	4	38	53	9
51	5	42	44	14
51	6	35	42	23
51	7	30	35	35
51	8	21	32	47
51	9	17	27	56
51	10	17	25	58
51	11	11	24	65
51	12	8	24	68
51	13	3	24	73
51	14	1	24	75
51	15	0	24	76
52	0	10	90	0
52	1	14	86	0
52	2	23	77	0
52	3	35	65	0
52	4	38	53	9
52	5	42	44	14
52	6	35	42	23
52	7	30	35	35
52	8	21	32	47
52	9	17	27	56
52	10	17	25	58
52	11	11	24	65
52	12	8	24	68
52	13	3	24	73
52	14	1	24	75
52	15	0	24	76
53	0	10	90	0
53	1	14	86	0
53	2	23	77	0
53	3	35	65	0
53	4	38	53	9
53	5	42	44	14
53	6	35	42	23
53	7	30	35	35
53	8	21	32	47
53	9	17	27	56
53	10	17	25	58
53	11	11	24	65
53	12	8	24	68
53	13	3	24	73
53	14	1	24	75
53	15	0	24	76
54	0	10	90	0
54	1	8	92	0
54	2	13	87	0
54	3	18	82	0
54	4	19	77	4
54	5	18	74	8
54	6	26	61	13
54	7	26	56	18
54	8	26	51	23
54	9	29	45	26
54	10	25	36	39
54	11	24	32	44
54	12	22	29	49
54	13	18	27	55
54	14	11	25	64
54	15	7	25	68
54	16	4	25	71
54	17	3	24	73
54	18	1	24	75
54	19	1	24	75
54	20	2	23	75
54	21	1	23	76
54	22	1	23	76
54	23	1	23	76
54	24	0	23	77
55	0	10	90	0
55	1	8	92	0
55	2	13	87	0
55	3	18	82	0
55	4	19	77	4
55	5	18	74	8
55	6	26	61	13
55	7	26	56	18
55	8	26	51	23
55	9	29	45	26
55	10	25	36	39
55	11	24	32	44
55	12	22	29	49
55	13	18	27	55
55	14	11	25	64
55	15	7	25	68
55	16	4	25	71
55	17	3	24	73
55	18	1	24	75
55	19	1	24	75
55	20	2	23	75
55	21	1	23	76
55	22	1	23	76
55	23	1	23	76
55	24	0	23	77
56	0	10	90	0
56	1	8	92	0
56	2	13	87	0
56	3	18	82	0
56	4	19	77	4
56	5	18	74	8
56	6	26	61	13
56	7	26	56	18
56	8	26	51	23
56	9	29	45	26
56	10	25	36	39
56	11	24	32	44
56	12	22	29	49
56	13	18	27	55
56	14	11	25	64
56	15	7	25	68
56	16	4	25	71
56	17	3	24	73
56	18	1	24	75
56	19	1	24	75
56	20	2	23	75
56	21	1	23	76
56	22	1	23	76
56	23	1	23	76
56	24	0	23	77
57	0	10	90	0
57	1	8	92	0
57	2	13	87	0
57	3	18	82	0
57	4	19	77	4
57	5	18	74	8
57	6	26	61	13
57	7	26	56	18
57	8	26	51	23
57	9	29	45	26
57	10	25	36	39
57	11	24	32	44
57	12	22	29	49
